0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	1	1	1	0.714285714285714	0.428571428571429	0.454545454545455	NA	0.666666666666667	0.4	0.4	1	1	0.266666666666667	0.666666666666667	0.5	0.75	NA	0.888888888888889	0.428571428571429	1	0.5	1	0.666666666666667	0.5	0.875	1	1	0.75	1	0.777777777777778	0.714285714285714	0.588235294117647	0.8125	0.375	0.538461538461538	0.444444444444444	1	0.5	0.461538461538462	1	0.428571428571429	0.545454545454545	1	1	0.6	1	0.5	0.928571428571429	1	0.6
10	0.5	0.75	0.416666666666667	0.45	0.307692307692308	0.368421052631579	NA	0.315789473684211	0.65	0.473684210526316	0.5	0.8	0.333333333333333	0.444444444444444	0.375	0.4	NA	0.5	0.380952380952381	0.235294117647059	0.526315789473684	0.75	0.384615384615385	0.454545454545455	0.869565217391304	0.333333333333333	0.75	0.375	0.384615384615385	0.32	0.411764705882353	0.517241379310345	0.395348837209302	0.5	0.3	0.4375	0.461538461538462	0.6	0.5	0.8	0.333333333333333	0.470588235294118	0.75	0.611111111111111	0.8125	0.333333333333333	0.555555555555556	0.451612903225806	0.277777777777778	0.333333333333333
15	0.375	0.4375	0.2	0.225806451612903	0.55	0.236842105263158	NA	0.363636363636364	0.433333333333333	0.227272727272727	0.363636363636364	0.636363636363636	0.276595744680851	0.485714285714286	0.421052631578947	0.239130434782609	NA	0.318181818181818	0.170212765957447	0.5	0.461538461538462	0.2	0.481481481481481	0.333333333333333	0.302325581395349	0.390243902439024	0.5	0.5	0.272727272727273	0.25	0.296296296296296	0.260869565217391	0.315068493150685	0.75	0.34	0.310344827586207	0.269230769230769	0.428571428571429	0.136986301369863	0.434782608695652	0.291666666666667	0.195652173913043	0.384615384615385	0.302325581395349	0.4	0.425	0.421052631578947	0.195652173913043	0.212121212121212	0.358974358974359
20	0.238095238095238	0.230769230769231	0.540540540540541	0.361111111111111	0.4	0.117647058823529	NA	0.188679245283019	0.379310344827586	0.153846153846154	0.391304347826087	0.179487179487179	0.157894736842105	0.151515151515152	0.290322580645161	0.185185185185185	NA	0.264705882352941	0.310344827586207	0.276595744680851	0.2	0.181818181818182	0.482758620689655	0.212121212121212	0.203389830508475	0.164383561643836	0.391304347826087	0.545454545454545	0.189655172413793	0.169230769230769	0.254901960784314	0.1	0.114583333333333	0.28	0.220779220779221	0.155555555555556	0.170731707317073	1	0.146788990825688	0.282051282051282	0.392156862745098	0.136986301369863	0.25531914893617	0.184615384615385	0.26530612244898	0.241935483870968	0.371428571428571	0.265625	0.160714285714286	0.195652173913043
25	0.444444444444444	0.296296296296296	0.236363636363636	0.185185185185185	0.25	0.139240506329114	NA	0.2	0.136363636363636	0.196078431372549	0.511627906976744	0.128571428571429	0.144329896907216	0.14	0.226415094339623	0.125827814569536	NA	0.10958904109589	0.132530120481928	0.108695652173913	0.259259259259259	0.202702702702703	0.302325581395349	0.127272727272727	0.184782608695652	0.130434782608696	0.169811320754717	0.470588235294118	0.121951219512195	0.1625	0.241666666666667	0.0748663101604278	0.125786163522013	0.288888888888889	0.12	0.238095238095238	0.17741935483871	0.384615384615385	0.0857142857142857	0.191780821917808	0.159420289855072	0.113821138211382	0.246376811594203	0.222222222222222	0.179487179487179	0.203125	0.253521126760563	0.125	0.223880597014925	0.207792207792208
30	0.28	0.263157894736842	0.107692307692308	0.19047619047619	0.254901960784314	0.121212121212121	NA	0.119047619047619	0.16	0.130434782608696	0.240740740740741	0.138461538461538	0.0916030534351145	0.157303370786517	0.253333333333333	0.0705882352941176	NA	0.136752136752137	0.162162162162162	0.121428571428571	0.171875	0.286885245901639	0.169230769230769	0.25	0.120879120879121	0.149253731343284	0.222222222222222	0.428571428571429	0.112903225806452	0.188524590163934	0.138686131386861	0.0569105691056911	0.0542635658914729	0.113636363636364	0.0761421319796954	0.197530864197531	0.101010101010101	0.3	0.0746887966804979	0.157407407407407	0.31304347826087	0.13768115942029	0.145833333333333	0.0718954248366013	0.147058823529412	0.11340206185567	0.122448979591837	0.0956521739130435	0.154545454545455	0.152
35	0.290909090909091	0.266666666666667	0.166666666666667	0.128787878787879	0.176470588235294	0.141242937853107	NA	0.087248322147651	0.108108108108108	0.138686131386861	0.25	0.100558659217877	0.0994475138121547	0.104	0.117647058823529	0.111627906976744	NA	0.0827586206896552	0.0810810810810811	0.0655021834061135	0.148148148148148	0.0789473684210526	0.195652173913043	0.109090909090909	0.0982142857142857	0.0755813953488372	0.120481927710843	0.211267605633803	0.09	0.107344632768362	0.0967741935483871	0.0436893203883495	0.0586734693877551	0.253968253968254	0.0971223021582734	0.176	0.0921985815602837	0.346153846153846	0.0533707865168539	0.0989010989010989	0.0952380952380952	0.0989010989010989	0.150375939849624	0.0518518518518519	0.136363636363636	0.0760233918128655	0.0822784810126582	0.125	0.103225806451613	0.1
40	0.17037037037037	0.373134328358209	0.130841121495327	0.102564102564103	0.209090909090909	0.0659340659340659	NA	0.109170305676856	0.0632911392405063	0.0813397129186603	0.118421052631579	0.0594405594405594	0.0855855855855856	0.0807453416149068	0.0866666666666667	0.075187969924812	NA	0.0607734806629834	0.0711743772241993	0.0551948051948052	0.137931034482759	0.104761904761905	0.193548387096774	0.0859375	0.0785714285714286	0.135849056603774	0.0652173913043478	0.164948453608247	0.0857142857142857	0.110738255033557	0.101083032490975	0.0436187399030695	0.0423076923076923	0.0952380952380952	0.0507726269315673	0.0810810810810811	0.117647058823529	0.171428571428571	0.0355731225296443	0.0957095709570957	0.0860927152317881	0.113970588235294	0.0782122905027933	0.0706806282722513	0.088785046728972	0.0974576271186441	0.075	0.0735294117647059	0.0883720930232558	0.0956175298804781
45	0.0674846625766871	0.215384615384615	0.0852272727272727	0.165094339622642	0.103174603174603	0.0361757105943152	NA	0.0445859872611465	0.0657894736842105	0.0566666666666667	0.13768115942029	0.0412371134020619	0.0819672131147541	0.0703125	0.0723404255319149	0.0376884422110553	NA	0.0469314079422383	0.0575342465753425	0.0387096774193548	0.0994764397905759	0.03886925795053	0.0857142857142857	0.119170984455959	0.0930232558139535	0.0483460559796438	0.11340206185567	0.1	0.0442477876106195	0.0658536585365854	0.0656455142231947	0.0216400911161731	0.0295629820051414	0.096045197740113	0.0340740740740741	0.0847457627118644	0.0576131687242798	0.194029850746269	0.0373711340206186	0.0988505747126437	0.0769230769230769	0.0558252427184466	0.09375	0.037593984962406	0.09375	0.0557620817843866	0.0555555555555556	0.108786610878661	0.128205128205128	0.0743801652892562
