0	3	1	2	1	2	1	2	1	1	2
5	16	0	11	6	16	2	11	5	5	3
10	20	NA	20	18	7	7	7	4	22	2
15	14	NA	7	14	9	9	7	15	10	4
20	7	NA	13	9	20	13	9	11	10	5
25	5	NA	13	12	11	16	13	18	12	6
30	12	NA	13	13	15	8	10	30	9	9
35	20	NA	15	11	11	17	10	14	15	22
40	14	NA	19	13	17	13	14	14	12	20
45	14	NA	13	11	19	10	28	12	16	10
50	14	NA	12	13	23	9	23	20	16	11
55	16	NA	8	22	34	15	15	21	16	8
60	16	NA	17	26	19	10	20	17	20	11
65	10	NA	25	17	19	13	14	19	20	10
70	14	NA	25	17	18	15	17	16	23	19
75	23	NA	21	23	17	17	20	18	21	28
80	21	NA	21	21	24	20	36	23	17	19
85	16	NA	18	28	16	21	33	18	33	26
90	17	NA	26	22	18	25	16	19	32	16
95	29	NA	21	21	19	22	16	20	21	24
100	53	NA	20	21	26	25	21	24	25	18
105	38	NA	19	27	27	35	25	20	36	18
110	35	NA	26	48	26	32	31	27	26	27
115	28	NA	19	33	22	31	28	26	31	21
120	39	NA	21	42	31	24	23	38	33	21
125	47	NA	44	37	26	30	24	30	30	34
130	34	NA	22	31	26	41	36	28	33	28
135	33	NA	34	33	39	40	31	26	34	27
140	34	NA	26	36	36	33	40	37	32	27
145	40	NA	30	34	32	29	37	35	53	34
150	44	NA	37	37	44	40	27	39	31	29
155	42	NA	36	39	37	28	57	46	39	33
160	55	NA	39	41	45	39	38	31	42	30
165	45	NA	48	49	32	41	40	38	39	42
170	33	NA	36	56	32	37	37	33	29	40
175	40	NA	36	39	41	43	29	38	36	32
180	35	NA	54	33	42	48	45	46	31	43
185	37	NA	44	34	32	44	39	48	49	30
190	39	NA	37	27	46	41	35	36	31	33
195	40	NA	43	31	28	38	28	27	41	41
200	30	NA	40	24	31	42	32	27	26	30
205	24	NA	32	27	27	35	31	38	24	44
210	25	NA	27	36	20	40	39	27	19	39
215	21	NA	29	22	27	19	33	19	30	43
220	15	NA	21	18	26	17	20	26	23	35
225	21	NA	21	22	19	16	27	21	24	27
230	22	NA	22	22	10	17	27	11	13	17
235	6	NA	14	12	17	20	18	13	13	20
240	10	NA	14	10	9	11	15	10	13	16
245	8	NA	11	10	8	8	8	8	9	16
250	6	NA	12	6	14	13	21	9	4	10
255	4	NA	6	6	3	9	5	6	5	12
260	4	NA	4	4	4	9	4	10	4	7
265	1	NA	3	1	0	5	4	7	3	6
270	NA	NA	6	1	NA	3	4	2	2	9
275	NA	NA	4	3	NA	2	2	6	1	6
280	NA	NA	4	1	NA	5	2	1	NA	5
285	NA	NA	3	1	NA	1	3	NA	NA	13
290	NA	NA	3	NA	NA	1	2	NA	NA	7
295	NA	NA	2	NA	NA	NA	NA	NA	NA	2
300	NA	NA	0	NA	NA	NA	NA	NA	NA	3
305	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
310	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
315	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
