#x	largeOverTotal
0	1
10	0.2857143
20	0.3125
30	0.35
40	0.2727273
50	0.175
60	0.09876543
70	0.06349206
80	0.03930131
90	0.03786192
100	0.02028986
110	0.01362683
120	0.01501706
130	0.00822448
140	0.006447453
150	0.004266414
160	0.004973357
170	0.003053435
180	0.00465707
190	0.003117114
200	0.004222649
210	0.007558579
220	0.009535161
230	0.01532847
240	0.0162963
250	0.05059524
260	0.05555556
270	0.08860759
280	0.1666667
290	0.25
300	1
