#x	largeOverTotal
0	1
10	0.4117647
20	0.1891892
30	0.2040816
40	0.2
50	0.1219512
60	0.1066667
70	0.1132075
80	0.08208955
90	0.109375
100	0.0942029
110	0.09210526
120	0.07647059
130	0.0990566
140	0.07727273
150	0.06521739
160	0.03937008
170	0.05298013
180	0.04651163
190	0.07121662
200	0.05678233
210	0.03832753
220	0.06122449
230	0.03571429
240	0.06501548
250	0.03466667
