#x	largeOverTotal
0	1
5	1
10	0.25
15	0.3846154
20	0.2
25	0.1851852
30	0.115942
35	0.06122449
40	0.05464481
45	0.04482759
50	0.03679654
55	0.02773246
60	0.02658789
65	0.02658789
70	0.03174603
75	0.02309469
80	0.03921569
85	0.039801
90	0.07608696
95	0.1071429
100	0.2
105	0.3333333
110	0.6666667
115	0.5
120	1
