0	1	1	1	1	1	1	1	1	1	1
5	2	1	1	1	2	1	1	1	1	2
10	3	1	1	1	5	3	1	4	1	3
15	10	4	6	3	9	15	2	9	7	9
20	31	14	10	8	24	16	5	14	6	13
25	72	33	21	18	49	38	15	30	17	35
30	144	52	54	46	102	89	33	73	41	66
35	288	137	105	98	202	149	75	180	91	131
40	557	230	206	233	347	344	176	293	219	262
45	850	438	437	429	591	557	307	524	392	465
50	1221	709	658	667	930	796	577	838	719	724
55	1645	1038	1007	970	1361	1257	923	1218	1027	1078
60	1634	1457	1364	1421	1647	1564	1261	1656	1461	1536
65	848	1663	1721	1758	1431	1680	1596	1803	1796	1763
70	155	1249	1391	1413	487	877	1610	670	1227	1034
75	21	362	457	407	85	143	692	115	374	274
80	3	75	48	56	10	4	124	6	61	51
85	NA	6	NA	NA	1	NA	0	NA	3	0
