555	1103	1362	936	795	NA	587	817	1300	1236	NA
560	1062	1294	930	764	NA	661	793	1280	1271	NA
565	1093	1261	872	695	NA	687	758	1261	1222	NA
570	1136	1331	856	624	NA	705	678	1292	1177	NA
575	1160	1211	848	528	NA	658	667	1311	1184	NA
580	1185	1195	833	497	NA	725	572	1348	1216	NA
585	1239	1186	812	477	NA	789	581	1369	1252	NA
590	1254	1096	705	452	NA	898	595	1397	1188	NA
595	1258	1081	680	433	NA	921	577	1413	1132	NA
600	1317	1035	623	414	NA	967	573	1377	1072	NA
605	1415	966	617	393	NA	968	576	1325	1038	NA
610	1358	968	625	358	NA	1020	540	1364	965	NA
615	1334	900	579	324	NA	1055	527	1340	904	NA
620	1348	895	547	316	NA	1097	530	1281	913	NA
625	1359	918	480	331	NA	1087	505	1239	879	NA
630	1308	915	450	332	NA	1159	455	1122	835	NA
635	1313	934	427	331	NA	1129	412	1097	791	NA
640	1238	886	429	284	NA	1170	429	1035	744	NA
645	1192	891	451	250	NA	1202	421	1034	644	NA
650	1194	858	461	228	NA	1213	367	948	659	NA
655	1154	797	368	218	NA	1179	362	883	615	NA
660	1104	764	364	191	NA	1145	348	861	552	NA
665	1124	704	299	177	NA	1195	321	750	474	NA
670	1118	663	265	171	NA	1150	299	724	455	NA
675	1142	642	248	165	NA	1172	267	738	444	NA
680	1064	657	216	166	NA	1174	245	679	434	NA
685	1119	618	211	154	NA	1215	217	706	357	NA
690	1072	635	177	124	NA	1268	205	669	362	NA
695	1009	619	172	115	NA	1265	196	628	357	NA
700	1069	549	173	93	NA	1321	186	624	384	NA
705	989	506	190	102	NA	1325	193	612	349	NA
710	863	449	178	96	NA	1301	163	611	328	NA
715	796	394	148	89	NA	1296	135	579	301	NA
720	782	372	142	82	NA	1253	140	579	283	NA
725	742	325	123	86	NA	1288	133	536	253	NA
730	703	312	134	91	NA	1275	149	512	217	NA
735	696	267	120	87	NA	1239	155	519	207	NA
740	694	247	76	85	NA	1189	145	486	241	NA
745	658	282	84	72	NA	1138	103	434	230	NA
750	587	262	97	70	NA	1073	96	408	222	NA
755	538	222	78	61	NA	1011	88	367	184	NA
760	534	222	63	48	NA	975	82	371	166	NA
765	478	202	78	28	NA	959	105	359	150	NA
770	424	193	73	41	NA	975	103	361	144	NA
775	408	149	52	46	NA	912	74	353	161	NA
780	317	163	49	36	NA	868	60	327	167	NA
785	315	179	59	39	NA	862	67	300	151	NA
790	349	156	44	32	NA	798	61	272	158	NA
795	301	123	28	21	NA	798	47	279	169	NA
800	292	116	34	34	NA	728	51	232	158	NA
805	282	132	43	41	NA	714	59	223	191	NA
810	266	123	50	36	NA	621	57	217	196	NA
815	293	111	59	30	NA	604	48	212	187	NA
820	291	143	65	21	NA	648	35	227	173	NA
825	260	183	69	27	NA	568	44	176	181	NA
830	281	133	65	20	NA	503	38	208	140	NA
835	295	110	70	16	NA	528	39	168	101	NA
