#x	R0Mean
10	1.411923
20	1.130184
30	1.08195
40	1.095807
50	1.085889
60	1.10003
70	1.11139
80	1.119136
90	1.137295
100	1.123392
110	1.10719
120	1.104947
130	1.096735
140	1.096419
150	1.089417
160	1.084291
170	1.071176
180	1.058418
190	1.045123
200	1.0298
210	1.020788
220	1.012201
230	1.006543
240	1.00317
250	1.001518
260	1.000823
270	1.000374
280	1.000123
290	1.000044
300	1
