#x	maxWeight
0	2
1	3
2	5
3	7
4	10
5	12
6	13
7	17
8	21
9	28
10	18
11	22
12	24
13	32
14	38
15	45
16	58
17	72
18	87
19	90
20	108
21	157
22	193
23	222
24	358
25	472
26	578
27	833
28	964
29	1031
30	1364
31	1713
32	2090
33	2454
34	2935
35	3398
36	3933
37	4360
38	4844
39	5231
40	5494
41	5717
42	5810
43	5749
44	5573
45	5249
46	4741
47	4250
48	3667
49	3045
50	2384
51	1582
52	1008
53	248
54	101
55	85
56	51
57	37
58	31
59	22
60	14
61	11
62	7
63	7
64	2
65	1
66	1
67	0
