0	1	2
5	7	7
10	4	4
15	4	4
20	5	2
25	14	11
30	11	7
35	13	1
40	9	NA
45	17	NA
50	22	NA
55	15	NA
60	19	NA
65	31	NA
70	21	NA
75	23	NA
80	23	NA
85	15	NA
90	26	NA
95	22	NA
100	26	NA
105	31	NA
110	25	NA
115	39	NA
120	33	NA
125	39	NA
130	57	NA
135	34	NA
140	41	NA
145	60	NA
150	74	NA
155	53	NA
160	43	NA
165	67	NA
170	65	NA
175	57	NA
180	50	NA
185	71	NA
190	62	NA
195	34	NA
200	29	NA
205	33	NA
210	24	NA
215	11	NA
220	8	NA
225	6	NA
230	3	NA
235	5	NA
240	1	NA
