0	2	2	1	2	1	3	4	1	2	2	2	1	1	2	2	1	1	2	2	1	2	2	2	3	2	1	1	2	1	4	3	3	2	2	1	3	1	1	1	2	2	1	2	3	1	2	4	2	1	2
5	4	5	2	1	3	8	18	5	3	5	1	5	9	1	9	1	14	2	3	2	14	4	11	2	4	NA	2	7	2	3	8	4	1	8	2	16	3	5	4	8	10	2	6	6	10	1	8	4	3	3
10	12	6	4	2	9	7	4	7	4	5	1	2	8	NA	13	NA	12	5	6	1	8	12	9	7	6	NA	7	5	3	6	5	6	10	4	11	6	6	7	12	4	15	5	13	9	6	2	7	7	2	4
15	7	5	10	1	6	9	8	6	4	4	2	4	8	NA	8	NA	10	7	8	NA	7	15	8	10	8	NA	4	9	5	5	3	17	6	2	10	8	7	5	3	3	6	2	6	6	7	2	13	4	5	7
20	10	2	8	3	7	11	12	5	9	4	8	5	7	NA	12	NA	13	6	19	NA	8	11	7	10	5	NA	6	6	10	11	6	6	4	3	5	6	11	6	4	6	10	2	9	9	8	4	4	4	9	6
25	7	4	8	7	6	6	9	3	7	7	5	12	13	NA	11	NA	12	4	10	NA	9	23	3	8	3	NA	4	7	12	10	6	6	9	1	7	5	8	9	3	10	8	4	8	4	12	6	9	7	9	6
30	9	6	12	6	11	10	11	7	3	5	3	9	6	NA	8	NA	13	7	15	NA	6	16	12	14	10	NA	4	6	13	9	7	10	7	NA	8	8	8	7	3	8	10	1	7	8	14	5	7	4	6	14
35	23	4	21	10	12	10	11	13	4	11	4	9	3	NA	10	NA	13	4	7	NA	9	11	10	12	4	NA	11	12	11	5	5	12	6	NA	8	6	9	4	1	5	9	NA	5	13	10	11	12	6	5	12
40	16	2	12	9	14	9	8	11	7	5	12	16	4	NA	21	NA	12	4	7	NA	8	16	9	13	7	NA	15	10	21	7	14	7	9	NA	12	6	12	8	NA	9	17	NA	11	12	14	8	15	16	5	14
45	20	5	14	6	11	9	10	8	3	3	5	12	5	NA	9	NA	11	10	8	NA	8	12	9	20	4	NA	9	13	21	7	13	9	10	NA	14	14	12	10	NA	10	13	NA	7	12	13	4	10	10	12	9
50	15	4	11	9	11	9	14	7	NA	8	4	8	8	NA	10	NA	13	8	12	NA	7	25	6	12	5	NA	10	8	15	7	9	10	6	NA	10	11	18	9	NA	9	11	NA	8	8	14	12	10	6	7	14
55	18	5	12	12	12	10	11	8	NA	10	5	16	8	NA	7	NA	13	20	9	NA	19	13	12	20	6	NA	10	21	15	10	8	10	8	NA	11	8	16	11	NA	10	14	NA	5	8	11	3	10	10	8	10
60	13	8	11	6	12	13	16	20	NA	6	3	18	10	NA	16	NA	13	9	9	NA	15	11	6	14	10	NA	13	10	16	10	7	12	17	NA	9	8	15	11	NA	9	14	NA	7	10	14	11	18	6	10	10
65	12	6	17	13	12	10	17	19	NA	6	2	7	8	NA	8	NA	12	7	12	NA	13	14	10	18	8	NA	9	12	16	15	8	12	10	NA	7	10	17	11	NA	14	12	NA	12	17	7	12	17	14	8	19
