0	6.25e-06	1.25e-05	6.25e-06	1.875e-05	1.25e-05	1.25e-05	1.25e-05	6.25e-06	1.25e-05	1.875e-05	1.25e-05	1.875e-05	6.25e-06	1.25e-05	1.25e-05	1.25e-05	6.25e-06	1.25e-05	1.25e-05	1.25e-05	6.25e-06	1.875e-05	1.875e-05	1.25e-05	1.25e-05	1.875e-05	1.25e-05	1.25e-05	6.25e-06	1.25e-05	6.25e-06	6.25e-06	1.25e-05	1.25e-05	1.875e-05	1.25e-05	1.25e-05	1.875e-05	1.875e-05	1.875e-05	2.5e-05	2.5e-05	1.875e-05	1.25e-05	1.875e-05	2.5e-05	1.25e-05	1.25e-05	6.25e-06	6.25e-06
5	0.00010625	6.875e-05	0.00014375	0.00015625	0.00011875	0.00011875	8.125e-05	6.25e-05	9.375e-05	9.375e-05	0.00019375	0.00018125	4.375e-05	0.00013125	8.125e-05	0.000125	8.75e-05	1e-04	5.625e-05	6.25e-05	0.00010625	0.00011875	0.00016875	5e-05	1e-04	0.00015625	6.875e-05	0.000175	0.00015625	0.0001125	0.000125	8.75e-05	8.125e-05	8.75e-05	0.00015625	0.00014375	0.00019375	0.000125	0.00010625	0.00019375	0.000175	0.00024375	0.000225	0.00015625	0.00013125	2e-04	0.0001375	0.00015625	0.00013125	3.125e-05
10	0.00034375	0.00025	0.00040625	0.00041875	0.0004125	0.00035625	0.00036875	0.00025	0.000525	0.000225	0.00041875	0.00060625	0.000225	0.00029375	0.00028125	3e-04	0.00031875	0.00024375	0.00024375	0.00023125	0.0004375	0.0004625	0.00076875	0.00019375	0.00035625	0.00065625	0.000275	5e-04	0.00054375	0.0003875	0.000375	3e-04	0.0002375	0.00029375	0.0004375	0.000525	0.00070625	0.00035	0.00034375	5e-04	0.000475	0.000575	0.00074375	0.0006625	0.00049375	0.00045	0.00043125	0.00036875	0.0003625	0.0001875
15	0.00069375	0.0006625	0.0010125	0.00108125	0.0008625	0.00065625	0.00091875	0.0006875	0.0013625	0.00041875	0.00101875	0.0013375	0.00063125	0.00061875	0.00058125	0.00064375	0.00074375	0.0005625	0.0006125	0.00054375	0.00129375	0.00120625	0.00193125	0.00041875	8e-04	0.00180625	0.00065	0.00108125	0.0010375	0.0007875	0.00085625	0.0006625	0.0005125	0.00075625	9e-04	0.0011875	0.0016875	8e-04	0.00065	9e-04	0.00094375	0.00105625	0.00145	0.0017375	0.00106875	0.000825	0.0012125	0.00080625	0.0008875	0.0004875
20	0.00144375	0.00144375	0.00235625	0.0021625	0.00165	0.00143125	0.00208125	0.00153125	0.0026625	0.00090625	0.00190625	0.00239375	0.0011625	0.001175	0.00101875	0.00131875	0.00138125	0.0013125	0.00106875	0.0011125	0.0032	0.00248125	0.004075	0.00076875	0.00160625	0.0037125	0.00116875	0.0022625	0.0018125	0.0014625	0.0019	0.0011625	0.00099375	0.001425	0.00183125	0.00239375	0.00325	0.0014875	0.001225	0.001575	0.00176875	0.0019625	0.00250625	0.00356875	0.0023875	0.001675	0.00270625	0.00155625	0.001775	0.0011
25	0.002425	0.0023625	0.00466875	0.00393125	0.0033125	0.0027125	0.00401875	0.00294375	0.0047875	0.0018875	0.00333125	0.004325	0.00185625	0.0021625	0.00171875	0.00255625	0.00255	0.00299375	0.001775	0.00214375	0.00639375	0.00454375	0.007925	0.0014875	0.002825	0.00715	0.00216875	0.00430625	0.0030625	0.002425	0.003475	0.00198125	0.0019875	0.0028875	0.00340625	0.0043	0.00569375	0.00285	0.002025	0.0028625	0.003175	0.00366875	0.0044625	0.006975	0.00444375	0.0031	0.0050625	0.002775	0.0034625	0.00190625
30	0.0038	0.0038625	0.0081875	0.00693125	0.006375	0.0048625	0.007175	0.0055625	0.00776875	0.00393125	0.00555	0.00756875	0.0031125	0.00395	0.00296875	0.00440625	0.0041625	0.0063625	0.00291875	0.0037125	0.011025	0.00811875	0.01499375	0.0029875	0.0046375	0.01333125	0.003775	0.00784375	0.00494375	0.003875	0.00615	0.0033375	0.00345	0.00543125	0.00590625	0.0070625	0.009925	0.00494375	0.00325	0.005375	0.00545	0.006825	0.008125	0.0123125	0.007375	0.00511875	0.0092625	0.00515625	0.00621875	0.00320625
35	0.00603125	0.00613125	0.013925	0.01159375	0.011575	0.008375	0.01281875	0.009975	0.01319375	0.0076625	0.009225	0.01305625	0.00526875	0.00665625	0.005125	0.00755	0.00676875	0.01214375	0.00491875	0.00643125	0.01885	0.01406875	0.026425	0.0055	0.00721875	0.02305	0.00664375	0.01384375	0.00766875	0.00655625	0.0107625	0.00569375	0.00574375	0.00998125	0.010525	0.01198125	0.01669375	0.00869375	0.00555625	0.0097625	0.0090625	0.01234375	0.0140625	0.0216125	0.012775	0.008325	0.01666875	0.0094	0.01049375	0.00515
40	0.0091125	0.00915625	0.0230375	0.02043125	0.02121875	0.01484375	0.0224375	0.0170125	0.0216125	0.01429375	0.01523125	0.0224	0.00914375	0.011125	0.00845625	0.01283125	0.0109875	0.0220125	0.00844375	0.01106875	0.03363125	0.02310625	0.04588125	0.00978125	0.0111	0.03929375	0.01225	0.02415	0.01221875	0.01113125	0.01958125	0.00963125	0.00915	0.0173	0.018025	0.02050625	0.02728125	0.014125	0.0098375	0.01659375	0.01569375	0.02194375	0.024225	0.03769375	0.02110625	0.01345625	0.02996875	0.016875	0.01783125	0.00858125
45	0.013975	0.01380625	0.03780625	0.03554375	0.03881875	0.02571875	0.0377	0.028975	0.03538125	0.02568125	0.02620625	0.03801875	0.0151	0.0188	0.014625	0.02189375	0.0170375	0.03755625	0.01404375	0.01898125	0.05819375	0.0379375	0.07710625	0.01728125	0.01755625	0.0648125	0.02240625	0.0398875	0.0188125	0.0187375	0.03604375	0.017275	0.0147875	0.02915	0.03049375	0.03538125	0.04391875	0.02346875	0.01788125	0.0286375	0.02673125	0.038175	0.042	0.0638875	0.03570625	0.02185625	0.05125625	0.02969375	0.0297	0.01423125
