#x	numberCluster
0	1
1	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	2
11	2
12	3
13	2
14	2
15	2
16	2
17	2
18	2
19	3
20	3
21	2
22	9
23	8
24	8
25	7
26	10
27	8
28	12
29	18
30	18
31	16
32	13
33	15
34	11
35	10
36	7
37	16
38	17
39	16
40	22
41	25
42	20
43	23
44	36
45	51
46	88
47	114
48	137
49	150
50	174
51	198
52	222
53	221
54	212
55	191
56	159
57	131
58	96
59	75
60	51
61	35
62	21
63	17
64	7
65	3
66	1
67	0
