#x	accInfections
0	2.5e-05
10	0.00030625
20	0.00059375
30	9e-04
40	0.00135
50	0.00213125
60	0.0032
70	0.00493125
80	0.00814375
90	0.01434375
100	0.0243
110	0.03828125
120	0.0594375
130	0.0899875
140	0.13495
150	0.1974188
160	0.282275
170	0.3866938
180	0.5002188
190	0.61375
200	0.705375
210	0.77805
220	0.82505
230	0.8522125
240	0.8659187
250	0.8729187
260	0.8763437
270	0.8782062
280	0.8789375
290	0.879175
300	0.879275
