0	1	1	1	1	1	1	1	1	1	1
5	1	1	1	1	1	1	1	1	1	2
10	6	5	3	1	6	10	7	8	4	2
15	9	9	8	8	10	16	16	9	8	9
20	24	10	14	7	14	18	25	17	14	22
25	32	38	23	12	19	33	52	29	18	37
30	61	69	45	25	44	49	92	31	26	52
35	94	135	78	51	73	110	148	51	62	85
40	149	219	140	65	115	201	297	96	93	149
45	261	392	244	114	172	378	527	164	154	249
50	418	672	421	191	318	632	809	283	280	398
55	753	1045	710	354	555	1056	1380	489	512	726
60	1156	1557	1090	590	934	1644	1961	841	822	1165
65	1798	2250	1720	929	1482	2198	2645	1324	1401	1749
70	2418	2872	2350	1456	2101	3042	2967	1825	1995	2522
75	2875	3069	2949	2130	2731	3139	2806	2425	2656	3147
80	2928	2540	2931	2685	2934	2588	2203	2897	3020	3056
85	2386	1824	2472	3056	2749	1653	1329	2755	2954	2383
90	1385	879	1632	2708	1956	740	503	2285	2177	1324
95	591	245	774	1888	1055	207	136	1363	1178	550
100	194	45	264	960	313	28	18	594	394	163
105	32	18	36	352	62	5	0	152	87	24
110	4	NA	5	70	4	0	NA	34	14	0
115	0	NA	1	3	1	NA	NA	5	1	NA
120	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
