0	2	2	2	3	1	2	1	2	1	2
5	11	15	21	23	9	21	15	23	6	22
10	43	33	57	53	45	48	41	58	8	47
15	94	70	89	87	92	74	62	105	25	81
20	172	91	126	143	176	119	130	172	73	109
25	301	142	214	282	277	226	237	330	174	198
30	491	270	399	477	452	373	423	575	282	300
35	825	417	669	868	705	598	700	1016	441	441
40	1402	660	1122	1464	1205	971	1224	1837	804	739
45	2438	1105	1907	2263	2009	1750	2089	3325	1526	1167
50	4343	1877	3182	3740	3322	3196	3338	5640	2823	1920
55	7380	3182	5175	6414	5836	5753	5444	9133	4835	3196
60	12135	5503	8651	10455	9845	9586	9193	14335	8242	5460
65	18631	9452	13483	16387	15414	14801	15108	21424	12564	8741
70	26659	14559	20047	23548	23216	22070	21882	28426	18622	13682
75	32098	21073	26910	30055	29815	28797	28162	32142	25812	20829
80	31236	28101	31679	32060	32045	31583	31128	28681	30656	28235
85	22753	31249	29061	25928	26838	27669	27904	18264	30697	32485
90	11336	27862	20137	14970	16502	17851	18167	7816	22455	29546
95	3661	18364	9759	5743	7003	8016	8548	2469	11596	18638
100	717	8696	3158	1149	1523	2286	2238	563	4088	8119
105	68	2872	700	111	129	391	277	69	974	2177
110	3	604	94	7	2	44	26	2	122	347
115	NA	90	2	0	NA	3	1	NA	10	10
120	NA	3	NA	NA	NA	NA	NA	NA	1	NA
