#x	R0Mean
10	1.37037
20	1.084239
30	1.170132
40	1.154941
50	1.11898
60	1.088219
70	1.0681
80	1.068934
90	1.061026
100	1.056819
110	1.066286
120	1.072466
130	1.082447
140	1.086747
150	1.082809
160	1.075583
170	1.076996
180	1.068914
190	1.066924
200	1.068285
210	1.057921
220	1.049989
230	1.041357
240	1.03271
250	1.024785
260	1.017894
270	1.011228
280	1.006278
290	1.003412
300	1.002035
310	1.001461
320	1.0008
330	1.000432
340	1.000257
350	1.000156
360	1.000005
