#x	accInfections
0	1.25e-05
10	0.000175
20	0.00064375
30	0.00141875
40	0.00210625
50	0.00290625
60	0.00391875
70	0.0057625
80	0.007725
90	0.00958125
100	0.011725
110	0.0143
120	0.01689375
130	0.0200375
140	0.02351875
150	0.02738125
160	0.0314875
170	0.0361125
180	0.04069375
190	0.0459625
200	0.0511125
210	0.05605
220	0.0608125
230	0.06621875
240	0.07145
250	0.07726875
