#x	R0Mean
10	1.707653
20	1.314903
30	1.148761
40	1.078796
50	1.057706
60	1.074507
70	1.080171
80	1.071388
90	1.051376
100	1.045495
110	1.043389
120	1.037355
130	1.040281
140	1.035621
150	1.032572
160	1.030655
170	1.031729
180	1.027446
190	1.028262
200	1.023734
210	1.020128
220	1.018305
230	1.019393
240	1.017514
250	1.018771
