#x	R0Mean
10	1.363681
20	1.168725
30	1.172937
40	1.081318
50	1.112352
60	1.112034
70	1.071944
80	1.086847
90	1.082632
100	1.082788
110	1.08502
120	1.080136
130	1.076993
140	1.088107
150	1.081198
160	1.081338
170	1.077704
180	1.074527
190	1.064444
200	1.053725
210	1.041079
220	1.029824
230	1.01857
240	1.01169
250	1.006542
260	1.003786
270	1.002222
280	1.000974
290	1.000525
300	1.000363
310	1.000263
320	1.000169
330	1.000102
340	1.000015
350	1.000018
