0	1	1	1	1	1	1	1	1	1	1
5	1	1	1	0.571428571428571	1	1	0.5	0.555555555555556	0.6	0.75
10	0.5	0.5	0.444444444444444	0.6	0.5	0.666666666666667	0.4	0.6	0.4	1
15	0.625	0.538461538461538	0.5	NA	0.5	NA	1	0.25	0.444444444444444	NA
20	0.375	0.411764705882353	1	NA	0.333333333333333	NA	NA	0.142857142857143	0.444444444444444	NA
25	0.333333333333333	0.272727272727273	NA	NA	0.333333333333333	NA	NA	0.357142857142857	0.5	NA
30	0.421052631578947	0.4	NA	NA	0.5	NA	NA	0.25	1	NA
35	0.222222222222222	0.285714285714286	NA	NA	0.25	NA	NA	1	NA	NA
40	0.555555555555556	0.3125	NA	NA	0.692307692307692	NA	NA	NA	NA	NA
45	0.25	0.235294117647059	NA	NA	0.384615384615385	NA	NA	NA	NA	NA
50	0.277777777777778	0.318181818181818	NA	NA	1	NA	NA	NA	NA	NA
55	0.185185185185185	0.318181818181818	NA	NA	1	NA	NA	NA	NA	NA
60	0.181818181818182	0.173913043478261	NA	NA	NA	NA	NA	NA	NA	NA
65	0.666666666666667	0.333333333333333	NA	NA	NA	NA	NA	NA	NA	NA
70	0.666666666666667	0.272727272727273	NA	NA	NA	NA	NA	NA	NA	NA
75	0.875	0.6	NA	NA	NA	NA	NA	NA	NA	NA
80	0.571428571428571	0.333333333333333	NA	NA	NA	NA	NA	NA	NA	NA
85	0.4	0.294117647058824	NA	NA	NA	NA	NA	NA	NA	NA
90	0.857142857142857	0.428571428571429	NA	NA	NA	NA	NA	NA	NA	NA
95	0.666666666666667	0.363636363636364	NA	NA	NA	NA	NA	NA	NA	NA
100	0.666666666666667	0.7	NA	NA	NA	NA	NA	NA	NA	NA
105	0.6	0.625	NA	NA	NA	NA	NA	NA	NA	NA
110	1	1	NA	NA	NA	NA	NA	NA	NA	NA
