0	3	1	2	1	2	3	2	1	1	3
5	33	11	12	8	32	33	20	19	8	20
10	45	39	30	38	43	72	56	49	38	51
15	119	82	54	57	64	140	136	103	64	111
20	209	184	115	94	118	203	302	158	83	182
25	357	385	242	160	201	364	475	233	159	262
30	539	683	414	243	362	606	872	379	307	440
35	880	1292	760	433	691	1077	1590	651	531	667
40	1477	2201	1330	666	1181	1988	2805	957	922	1254
45	2593	3782	2353	1117	1989	3687	4675	1522	1532	2336
50	4520	6164	3925	1837	3175	6273	7932	2651	2773	4137
55	7185	9897	6513	3282	5316	10305	13147	4699	4923	7008
60	11503	15252	10803	5588	9006	16210	19707	7932	8541	11522
65	17064	22100	16739	9372	14276	23381	24880	12607	13557	18028
70	23701	26749	23207	14830	20851	27949	26691	18428	19577	25031
75	27600	26030	26506	20752	26419	26563	23139	23952	25620	28299
80	25046	19770	24982	26235	26969	18757	14523	26496	27938	24586
85	16047	10478	18060	26792	21290	8925	6420	23595	22765	15885
90	7595	3481	9467	20690	12102	2790	2022	15367	13537	7113
95	2592	790	3409	11558	4311	571	335	7123	5413	2132
100	598	175	782	4588	958	43	26	2249	1379	424
105	63	31	86	1189	152	8	0	416	195	41
110	4	NA	6	126	24	0	NA	50	15	0
115	0	NA	3	6	1	NA	NA	7	2	NA
120	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
