0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	1	NA	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1
10	0.75	NA	0.428571428571429	0.333333333333333	0.75	0.6	0.461538461538462	0.55	0.5	0.266666666666667	0.75	NA	0.428571428571429	0.333333333333333	0.75	0.6	0.461538461538462	0.55	0.5	0.266666666666667
15	1	NA	0.4	0.571428571428571	0.923076923076923	0.545454545454545	0.4	0.277777777777778	0.526315789473684	0.304347826086957	1	NA	0.4	0.571428571428571	0.923076923076923	0.545454545454545	0.4	0.277777777777778	0.526315789473684	0.304347826086957
20	1	NA	0.473684210526316	0.333333333333333	0.545454545454545	0.46875	0.818181818181818	0.382352941176471	0.473684210526316	0.393939393939394	1	NA	0.473684210526316	0.333333333333333	0.545454545454545	0.46875	0.818181818181818	0.382352941176471	0.473684210526316	0.393939393939394
25	0.571428571428571	NA	0.25	0.444444444444444	0.5	0.15625	0.571428571428571	0.19047619047619	0.666666666666667	0.224489795918367	0.571428571428571	NA	0.25	0.444444444444444	0.5	0.15625	0.571428571428571	0.19047619047619	0.666666666666667	0.224489795918367
30	0.533333333333333	NA	0.384615384615385	0.419354838709677	0.9375	0.162162162162162	0.466666666666667	0.318181818181818	0.303030303030303	0.125	0.533333333333333	NA	0.384615384615385	0.419354838709677	0.9375	0.162162162162162	0.466666666666667	0.318181818181818	0.303030303030303	0.125
35	0.733333333333333	NA	0.454545454545455	0.171428571428571	0.476190476190476	0.112359550561798	0.307692307692308	0.372549019607843	0.294117647058824	0.197183098591549	0.733333333333333	NA	0.454545454545455	0.171428571428571	0.476190476190476	0.112359550561798	0.307692307692308	0.372549019607843	0.294117647058824	0.197183098591549
40	0.4	NA	0.5	0.121951219512195	0.25	0.117117117117117	0.333333333333333	0.15	0.210526315789474	0.159574468085106	0.4	NA	0.5	0.121951219512195	0.25	0.117117117117117	0.333333333333333	0.15	0.210526315789474	0.159574468085106
45	0.242424242424242	NA	0.35	0.105691056910569	0.592592592592593	0.0588235294117647	0.260869565217391	0.111111111111111	0.294117647058824	0.0709677419354839	0.242424242424242	NA	0.35	0.105691056910569	0.592592592592593	0.0588235294117647	0.260869565217391	0.111111111111111	0.294117647058824	0.0709677419354839
